iter	Logloss
409	0.2282871612
410	0.2278350896
411	0.2272868041
412	0.2268447123
413	0.2264866727
414	0.226022892
415	0.2254487509
416	0.2248083914
417	0.2243968796
418	0417	0.2296832335
418	0.2292354291
419	0.2288220506
420	0.228384422	0.2222605147
423	0.2218941461
424	0.2215025519
425	0.2211418408
426	0.2208042975
427	0.2204588717
428	0.2199796543
429	0.2196990926
430	0.2191996414
431	0.2188038605
432	0.2184293797
433	0.2180443807
434	0.2177486443
435	0.2172424436
436	0.2167260527
437	0.216456375
438	0.2161866753
439	0.2157692108
440	0.215412961
441	0.2150568548
442	0.2144503609
443	0.2140270147
444	0.2137102012
445	0.2133927183
446	0.2128728822
447	0.212405239
448	0.2120564557
449	0.211520956
450	0.2112466953
451	0.2110385734
452	0.2108281604
453	0.2104066086
454	0.2100491519
455	0.2098112024
456	0.209522363
457	0.2091037742
458	0.2088337381
459	0.2084578429
460	0.2079342686
461	0.2074023201
462	0.2071164433
463	0.2065726152
464	0.2060203277
465	0.205730039
466	0.2054034028
467	0.2047732876
468	0.204420714
469	0.2042551128
470	0.2037864791
471	0.2032926767
472	0.2030311423
473	0.20257774
474	0.2021634037
475	0.2018697583
476	0.2013202403
477	0.2010585339
478	0.2007400043
479	0.2002649129
480	0.1997429601
481	0.1993992338
482	0.1991649652
483	0.1987621061
484	0.1983503129
485	0.1979151089
486	0.1975389644
487	0.1972583527
488	0.1967639486
489	0.1965462307
490	0.196096531
491	0.1957846455
492	0.1954048357
493	0.1949210015
494	0.1946159246
495	0.1942476018
496	0.1939458573
497	0.1935498983
498	0.1931839682
499	0.1927382023
500	0.1925136721
501	0.192126566
502	0.1916907527
503	0.1912407518
504	0.190892599
505	0.1904871074
506	0.1901571541
507	0.1897793817
508	0.1892518711
509	0.1889401365
510	0.1885308788
511	0.1883084756
512	0.1878811147
513	0.1875375378
514	0.1872174602
515	0.186855727
516	0.1865468252
517	0.1860910064
518	0.1856280967
519	0.1852836215
520	0.1850841781
521	0.1848475975
522	0.1844817458
523	0.1842133396
524	0.1839846104
525	0.1835144338
526	0.1832339789
527	0.1827767479
528	0.1824509451
529	0.182187527
530	0.1818289875
531	0.1815085458
532	0.181152896
533	0.1808454899
534	0.1804396546
535	0.1801042752
536	0.1798057235
537	0.1793991447
538	0.1790873819
539	0.1787558676
540	0.1785849937
541	0.1783457863
542	0.1781418682
543	0.1777553372
544	0.1774973352
545	0.1772880194
546	0.1770915612
547	0.1769402886
548	0.1765443108
549	0.1763212313
550	0.1761203705
551	0.1758245004
552	0.1756280559
553	0.1753079827
554	0.174965858
555	0.1747271619
556	0.1744980015
557	0.1741329587
558	0.1738715805
559	0.1735164014
560	0.1732286468
561	0.172961986
562	0.1727004061
563	0.1725451496
564	0.1722575779
565	0.1718085135
566	0.1715052203
567	0.1711861143
568	0.1708500427
569	0.1705347076
570	0.1702690457
571	0.1699352999
572	0.1698081122
573	0.1694297484
574	0.1691171823
575	0.1689090676
576	0.1685958728
577	0.168392626
578	0.1681019194
579	0.1677991298
580	0.1674127602
581	0.1670855682
582	0.1668586663
583	0.1665648045
584	0.1663912968
585	0.1661650828
586	0.1658824629
587	0.1655990471
588	0.1652842016
589	0.1648900231
590	0.1645646766
591	0.1643372825
592	0.1640330741
593	0.1637251808
594	0.1634939086
595	0.1631156137
596	0.1629076684
597	0.1626826318
598	0.1624710542
599	0.1621288088
600	0.161858176
601	0.1615537677
602	0.1613033549
603	0.1610931964
604	0.1607171294
605	0.1604106924
606	0.1601138528
607	0.1598474668
608	0.1595621895
609	0.1592722499
610	0.159047214
611	0.15885293
612	0.1585580754
613	0.1583151359
614	0.1580320022
615	0.1577797623
616	0.1575209116
617	0.1571364892
618	0.1568858812
619	0.1566901854
620	0.156381918
621	0.1560199918
622	0.1557697187
623	0.1555679383
624	0.155151806
625	0.1548085718
626	0.1546563817
627	0.1543799314
628	0.1540560717
629	0.1537025953
630	0.1533881157
631	0.1531653065
632	0.1530193863
633	0.152796158
634	0.1525167412
635	0.1521940648
636	0.1520657871
637	0.1517295063
638	0.151418809
639	0.1511506057
640	0.1509384812
641	0.1507083045
642	0.1504987362
643	0.1503242545
644	0.1501280648
645	0.1499151994
646	0.1496893138
647	0.149436686
648	0.1492757304
649	0.149103427
650	0.1488470751
651	0.1487015239
652	0.1484632792
653	0.1482195153
654	0.1478989199
655	0.1475625078
656	0.1473284175
657	0.146967675
658	0.1467549663
659	0.1465030669
660	0.1461706961
661	0.1459843446
662	0.1458602191
663	0.145700837
664	0.1453907644
665	0.1451992616
666	0.1449218559
667	0.1447262849
668	0.1444367484
669	0.1441230573
670	0.1439715896
671	0.1436950661
672	0.1435555707
673	0.143261021
674	0.1429449373
675	0.1428127639
676	0.1425715824
677	0.1423911577
678	0.1421483433
679	0.1419304349
680	0.1416952012
681	0.1414639562
682	0.1411943795
683	0.1408740532
684	0.1407540741
685	0.140480344
686	0.1403341228
687	0.1400501258
688	0.1397835895
689	0.1396024468
690	0.139473462
691	0.1393142061
692	0.1390743283
693	0.1388012562
694	0.1386255565
695	0.138481887
696	0.1382677046
697	0.1380889961
698	0.1377127686
699	0.1375062624
700	0.1373102643
701	0.1371404753
702	0.1369006536
703	0.1366372817
704	0.1365180578
705	0.1363549278
706	0.1361057989
707	0.1359653371
708	0.135725654
709	0.1355659527
710	0.1352635698
711	0.1350526422
712	0.1347821066
713	0.134642769
714	0.1344353083
715	0.1341986625
716	0.1341120172
717	0.1339427615
718	0.1337792228
719	0.1335445556
720	0.1333916184
721	0.1332587278
722	0.1330782056
723	0.1328754813
724	0.132665594
725	0.132458171
726	0.1322425519
727	0.1320520714
728	0.1318853714
729	0.1315679362
730	0.1313886877
731	0.1312227125
732	0.1310167862
733	0.1308163761
734	0.1305553386
735	0.1302744223
736	0.1300629735
737	0.1298442378
738	0.1296760852
739	0.1293599319
740	0.1291203104
741	0.1289317789
742	0.1288089966
743	0.1286335527
744	0.1284503679
745	0.1281467059
746	0.127995693
747	0.1278362756
748	0.1276212107
749	0.1273070197
750	0.1271303978
751	0.1269907843
752	0.1268011213
753	0.1266150919
754	0.1264383096
755	0.1262669256
756	0.1260854238
757	0.125936634
758	0.1257396848
759	0.1254313304
760	0.1252426603
761	0.1250611168
762	0.1248677202
763	0.1246755146
764	0.1244887458
765	0.1243158443
766	0.1241043648
767	0.1239682343
768	0.1238240553
769	0.1236791655
770	0.1235395687
771	0.1232772576
772	0.1230141451
773	0.1228115105
774	0.1226227532
775	0.1224930682
776	0.1222722903
777	0.1221177754
778	0.1218587488
779	0.1216164136
780	0.1213729539
781	0.1210950283
782	0.1208980238
783	0.1207981676
784	0.1206182499
785	0.1204184511
786	0.1201962481
787	0.1200835054
788	0.1199310465
789	0.1196865432
790	0.1194341069
791	0.1192598543
792	0.1191196357
793	0.1188202273
794	0.1186056101
795	0.1183967032
796	0.1182422493
797	0.1180769522
798	0.1178637479
799	0.1177573099
800	0.1176658619
801	0.117476105
802	0.1172967248
803	0.1171341593
804	0.116942884
805	0.1166329707
806	0.1164409817
807	0.1162441938
808	0.1160742259
809	0.1159641253
810	0.1158454474
811	0.1157071877
812	0.1155342231
813	0.1153326755
814	0.1152135971
815	0.1150127044
816	0.1148784434
817	0.1146972236
818	0.1145062597
819	0.1143328293
820	0.1142073718
821	0.1140159247
822	0.1139204213
823	0.1137498169
824	0.1135228157
825	0.1133519823
826	0.1131245301
827	0.1128804631
828	0.11278053
829	0.1126781428
830	0.1124813545
831	0.1122955546
832	0.1121555581
833	0.1120417168
834	0.1118573828
835	0.1116287023
836	0.1114810701
837	0.1113341138
838	0.1112366108
839	0.1110929103
840	0.110952035
841	0.1107523948
842	0.1105839432
843	0.1104182853
844	0.1103135239
845	0.1101407777
846	0.1099882026
847	0.1098019216
848	0.1095992627
849	0.1094002979
850	0.1092481209
851	0.1091048103
852	0.1088798865
853	0.1087170491
854	0.1086439381
855	0.1084791697
856	0.1082810815
857	0.1081644292
858	0.1079867883
859	0.1078843217
860	0.1076971224
861	0.1075269533
862	0.1073406711
863	0.1071957565
864	0.1070015636
865	0.1068199193
866	0.1067090033
867	0.1066139447
868	0.1064543782
869	0.1063284731
870	0.1061535831
871	0.1059048799
872	0.1057563542
873	0.1056288057
874	0.1054352287
875	0.1053074114
876	0.1051887651
877	0.1050284489
878	0.1048979387
879	0.1047755706
880	0.1046789652
881	0.1045493217
882	0.1044174906
883	0.1042455965
884	0.1040697071
885	0.1038174444
886	0.1036908563
887	0.1035712079
888	0.1034339151
889	0.1033591908
890	0.1031043425
891	0.1030036087
892	0.102841621
893	0.1027200603
894	0.1025537606
895	0.102445527
896	0.1022649589
897	0.1021795278
898	0.1020525288
899	0.1019224237
900	0.1017947394
901	0.1015960458
902	0.1015448581
903	0.1014014688
904	0.1012327222
905	0.1011476499
906	0.1010057424
907	0.1008424636
908	0.1006610224
909	0.1004413646
910	0.1003219014
911	0.1001558771
912	0.09998987552
913	0.09982275556
914	0.09970703413
915	0.09960211374
916	0.09945158657
917	0.09937096318
918	0.09925762807
919	0.09911246651
920	0.0989854525
921	0.09888983054
922	0.09876009681
923	0.0985949747
924	0.09848796437
925	0.09829882384
926	0.09816831535
927	0.09801301653
928	0.09780591464
929	0.09768680054
930	0.0973795411
931	0.09725980628
932	0.0971329438
933	0.09691175956
934	0.09678071427
935	0.0966269893
936	0.09645121981
937	0.0962790631
938	0.09614737608
939	0.09596085502
940	0.09575540214
941	0.09558818492
942	0.09544917362
943	0.09535243762
944	0.09527799019
945	0.09518074239
946	0.0950025953
947	0.09485671852
948	0.09466877452
949	0.09445494278
950	0.09434196007
951	0.09416608341
952	0.09402963935
953	0.09392885388
954	0.09380622806
955	0.09366473892
956	0.0935484937
957	0.09333787317
958	0.09323968163
959	0.09314973054
960	0.09299204435
961	0.09288200006
962	0.09271759347
963	0.09261005748
964	0.09240566011
965	0.09217419647
966	0.09203531693
967	0.09193109917
968	0.09175419181
969	0.09168657459
970	0.09153496981
971	0.09141922791
972	0.09126194392
973	0.0910960878
974	0.09098795861
975	0.09080525419
976	0.09068501291
977	0.09056069362
978	0.09036959881
979	0.0902773662
980	0.09014769704
981	0.09006178213
982	0.08994275751
983	0.08987587897
984	0.08977600002
985	0.08964175467
986	0.08954184498
987	0.08942719714
988	0.08930703237
989	0.08919195208
990	0.08906464371
991	0.08894241628
992	0.08883189814
993	0.0885854107
994	0.08847806624
995	0.08832125117
996	0.08817866996
997	0.0881127074
998	0.08798159273
999	0.0878774732
189858
999	0.08627593634
